order_id,participant,zone,type,side,hour,quantity_mw,price,mar,parent_id,exclusive_group,cross_border
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,18,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,19,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,20,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,21,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,22,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,23,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,24,110,140.0,0.5,,,
GN_TEP_PK,EDG,GN,block,sell,18,100,170.0,1.0,,,
GN_TEP_PK,EDG,GN,block,sell,19,100,170.0,1.0,,,
GN_TEP_PK,EDG,GN,block,sell,20,100,170.0,1.0,,,
GN_TEP_PK,EDG,GN,block,sell,21,100,170.0,1.0,,,
GN_TEP_PK,EDG,GN,block,sell,22,100,170.0,1.0,,,
GN_TEP_PK,EDG,GN,block,sell,23,100,170.0,1.0,,,
GN_TEP_DAY,EDG,GN,block,sell,7,100,150.0,1.0,GN_TEP_PK,,
GN_TEP_DAY,EDG,GN,block,sell,8,100,150.0,1.0,GN_TEP_PK,,
GN_TEP_DAY,EDG,GN,block,sell,9,100,150.0,1.0,GN_TEP_PK,,
GN_TEP_DAY,EDG,GN,block,sell,10,100,150.0,1.0,GN_TEP_PK,,
GN_TEP_DAY,EDG,GN,block,sell,11,100,150.0,1.0,GN_TEP_PK,,
GN_TEP_DAY,EDG,GN,block,sell,12,100,150.0,1.0,GN_TEP_PK,,
GN_TEP_DAY,EDG,GN,block,sell,13,100,150.0,1.0,GN_TEP_PK,,
GN_TEP_DAY,EDG,GN,block,sell,14,100,150.0,1.0,GN_TEP_PK,,
GN_TEP_DAY,EDG,GN,block,sell,15,100,150.0,1.0,GN_TEP_PK,,
GN_TEP_DAY,EDG,GN,block,sell,16,100,150.0,1.0,GN_TEP_PK,,
GN_TEP_DAY,EDG,GN,block,sell,17,100,150.0,1.0,GN_TEP_PK,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,1,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,2,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,3,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,4,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,5,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,6,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,7,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,8,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,9,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,10,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,11,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,12,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,13,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,14,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,15,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,16,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,17,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,18,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,19,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,20,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,21,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,22,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,23,80,160.0,1.0,,,
GN_BAUX,GN_IND_BAUX,GN,block,buy,24,80,160.0,1.0,,,
